DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,1,0,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,0,2,1,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,42,33,38,53,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,136,133,138,148,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,4,2,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,2,1,1,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to Court/Law Enforcement,48,47,68,74,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,28,11,6,15,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,27,24,25,52,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Expired,9,9,8,6,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Left against medical advice or discontinued care,122,275,248,216,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Other,1,0,3,5,LOMPOC VALLEY MEDICAL CENTER #420491,Emergency Department
Discharged to a medical facility with hospice care,0,1,0,1,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged to home or self care (routine discharge),547,627,724,690,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),0,1,0,0,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,0,1,0,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),25,9,24,24,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,54,91,84,93,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,11,10,13,30,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,0,0,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,5,3,4,6,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to Court/Law Enforcement,1,0,0,0,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,35,37,35,39,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Expired,1,1,1,0,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Left against medical advice or discontinued care,108,98,74,63,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Other,0,0,1,0,LOS ANGELES COMMUNITY HOSPITAL #190198,Emergency Department
Discharged home with hospice care,0,1,1,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged to a medical facility with hospice care,1,2,1,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged to home or self care (routine discharge),12447,12939,12037,12349,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,0,4,1,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to a designated Disaster Alternative Care Site.,35,31,19,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),4,10,8,10,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),4,2,5,5,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,757,813,738,770,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,255,250,224,242,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,3,3,3,2,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,89,110,96,73,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to Court/Law Enforcement,34,34,43,32,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,21,12,15,12,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,34,40,33,25,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Expired,5,1,3,2,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Left against medical advice or discontinued care,760,905,1000,799,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER #191231,Emergency Department
Discharged home with hospice care,0,0,1,0,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged to a medical facility with hospice care,0,3,0,0,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged to home or self care (routine discharge),20364,19913,20011,21006,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,8,8,17,21,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a designated Disaster Alternative Care Site.,40,37,26,58,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),11,7,10,5,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,4,4,4,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a Medicare certified Long Term Care Hospital (LTCH) with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,2,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,1166,1064,999,930,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,410,411,450,512,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,3,3,2,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,146,133,135,130,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,2,2,3,5,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to Court/Law Enforcement,2286,2314,2583,2516,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to Court/Law Enforcement with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,1,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,19,13,24,3,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,39,34,46,55,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Error/Unknown,32,31,23,24,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Expired,37,36,31,39,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Left against medical advice or discontinued care,1724,1557,1778,1580,LOS ANGELES GENERAL MEDICAL CENTER #191228,Emergency Department
Discharged home with hospice care,0,5,3,1,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged to a medical facility with hospice care,2,1,1,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged to home or self care (routine discharge),9417,9408,10044,10443,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),0,0,1,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,1,1,0,1,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a designated Disaster Alternative Care Site.,0,1,0,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,1,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,1,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,96,98,82,89,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a Psychiatric Hospital or Psychiatric Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,1,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to a short term general hospital for inpatient care,218,236,286,257,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,1,8,3,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,1,0,2,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,24,28,33,41,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list with a Planned Acute Care Hospital Inpatient Readmission,1,0,0,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to Court/Law Enforcement,162,202,194,200,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,2,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,14,9,12,12,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,7,8,7,7,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Expired,6,11,13,16,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Left against medical advice or discontinued care,301,306,274,351,LOS ROBLES HOSPITAL & MEDICAL CENTER #560492,Emergency Department
Discharged home with hospice care,0,0,3,0,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Discharged to a medical facility with hospice care,0,1,1,1,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Discharged to home or self care (routine discharge),2680,2800,2708,2435,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Discharged/Transferred to a Critical Access Hospital (CAH),1,0,0,0,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Discharged/Transferred to a designated Cancer Center or Children's Hospital,1,3,3,2,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),2,2,1,3,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
Discharged/Transferred to a hospital-based Medicare approved swing bed,0,0,1,0,MAD RIVER COMMUNITY HOSPITAL #121002,Emergency Department
