EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Health Maintenance Organization,79,104,142,114,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
Medicaid (Medi-Cal),471,406,526,449,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
Medicare Part B,0,1,2,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
Point of Service (POS),54,54,58,53,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
Preferred Provider Organization (PPO),170,153,188,215,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
Self Pay,1,0,0,0,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH #196168,Ambulatory Surgery
CHAMPUS (TRICARE),5,3,3,7,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Commercial Insurance Company,0,2,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Exclusive Provider Organization (EPO),24,19,19,26,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Health Maintenance Organization,405,381,425,481,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,606,627,678,625,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Medicaid (Medi-Cal),2,1,2,4,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Medicare Part A,0,1,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Medicare Part B,360,360,392,334,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Point of Service (POS),85,87,71,92,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Preferred Provider Organization (PPO),283,268,280,310,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Self Pay,0,5,4,2,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Workers' Compensation Health Claim,3,3,4,5,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Other,2,0,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
Other federal program,1,1,0,0,MEMORIALCARE ORANGE COAST MEDICAL CENTER #300225,Ambulatory Surgery
CHAMPUS (TRICARE),6,5,7,4,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Commercial Insurance Company,0,1,0,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Exclusive Provider Organization (EPO),13,12,15,19,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Health Maintenance Organization,161,168,195,203,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,502,431,459,396,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Medicaid (Medi-Cal),2,5,4,4,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Medicare Part B,328,266,267,338,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Point of Service (POS),66,58,59,47,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Preferred Provider Organization (PPO),149,169,170,166,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Self Pay,2,3,2,2,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Workers' Compensation Health Claim,3,5,7,2,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Other federal program,1,0,2,0,MEMORIALCARE SADDLEBACK MEDICAL CENTER #301317,Ambulatory Surgery
Blue Cross/Blue Shield,0,2,0,1,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Commercial Insurance Company,0,5,8,3,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Health Maintenance Organization,1,6,7,10,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,3,16,13,12,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Medicaid (Medi-Cal),1,14,4,35,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Medicare Part B,0,0,2,2,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Preferred Provider Organization (PPO),0,1,2,0,MENIFEE GLOBAL MEDICAL CENTER #334018,Ambulatory Surgery
Blue Cross/Blue Shield,256,277,280,218,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
CHAMPUS (TRICARE),11,4,9,6,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Commercial Insurance Company,67,62,94,84,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Error/Unknown,0,0,2,2,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,3,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Health Maintenance Organization,436,441,433,413,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,518,525,583,577,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Medicaid (Medi-Cal),495,508,469,466,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Medicare Part B,769,766,705,690,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Preferred Provider Organization (PPO),80,75,78,88,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Self Pay,2,1,1,3,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Veterans Affairs Plan,13,6,11,10,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Workers' Compensation Health Claim,18,16,18,8,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Other,0,1,3,5,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Other federal program,0,1,0,0,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Other Non-federal programs,13,2,9,9,MERCY GENERAL HOSPITAL #340947,Ambulatory Surgery
Blue Cross/Blue Shield,17,30,31,31,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
CHAMPUS (TRICARE),1,7,3,3,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Commercial Insurance Company,5,3,10,2,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Health Maintenance Organization,173,186,178,172,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,287,372,313,350,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Medicaid (Medi-Cal),471,512,462,492,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Medicare Part B,306,350,298,319,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Point of Service (POS),5,7,6,1,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Preferred Provider Organization (PPO),224,281,249,296,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Self Pay,4,3,2,0,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Veterans Affairs Plan,18,30,15,13,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Workers' Compensation Health Claim,14,12,5,8,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Other,0,0,0,2,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Other federal program,9,21,15,8,MERCY HOSPITAL - BAKERSFIELD #150761,Ambulatory Surgery
Blue Cross/Blue Shield,56,65,51,70,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
CHAMPUS (TRICARE),3,1,1,2,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Commercial Insurance Company,6,10,10,14,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Health Maintenance Organization,71,75,54,82,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,69,46,64,68,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Medicaid (Medi-Cal),58,47,39,71,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Medicare Part B,96,83,87,101,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Preferred Provider Organization (PPO),21,22,24,30,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Self Pay,1,0,3,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Veterans Affairs Plan,5,0,0,1,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Workers' Compensation Health Claim,22,14,10,8,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Other,0,1,1,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Other federal program,0,0,1,0,MERCY HOSPITAL OF FOLSOM #344029,Ambulatory Surgery
Blue Cross/Blue Shield,17,18,9,18,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
CHAMPUS (TRICARE),4,1,2,1,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Commercial Insurance Company,3,3,6,8,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Health Maintenance Organization,21,12,23,17,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,119,130,138,141,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Medicaid (Medi-Cal),319,293,351,353,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Medicare Part B,358,309,329,343,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Point of Service (POS),1,0,0,3,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Preferred Provider Organization (PPO),262,263,295,301,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Self Pay,1,0,2,2,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Veterans Affairs Plan,11,19,14,10,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Workers' Compensation Health Claim,24,26,15,19,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Other federal program,12,21,35,30,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Blank/Invalid,2,6,3,6,MERCY MEDICAL CENTER - MERCED #240942,Ambulatory Surgery
Blue Cross/Blue Shield,40,34,33,25,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
CHAMPUS (TRICARE),4,5,3,8,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Commercial Insurance Company,9,16,14,7,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,0,0,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,99,117,161,123,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Medicaid (Medi-Cal),422,390,363,373,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Medicare Part B,780,910,944,952,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Preferred Provider Organization (PPO),449,435,451,496,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Self Pay,2,2,5,2,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Veterans Affairs Plan,50,68,58,51,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Workers' Compensation Health Claim,22,29,21,23,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Other,3,1,2,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Other federal program,0,1,1,4,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Other Non-federal programs,37,40,32,35,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Blank/Invalid,9,1,2,3,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
Blue Cross/Blue Shield,4,1,6,5,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
CHAMPUS (TRICARE),0,1,0,1,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Commercial Insurance Company,1,5,2,1,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,0,0,1,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Health Maintenance Organization,0,1,0,0,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,17,22,23,17,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Medicaid (Medi-Cal),65,12,38,49,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Medicare Part B,233,253,232,209,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Preferred Provider Organization (PPO),81,86,74,87,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Self Pay,0,0,3,1,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Veterans Affairs Plan,8,3,9,5,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Workers' Compensation Health Claim,11,26,17,10,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Other federal program,0,0,1,0,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Other Non-federal programs,8,5,8,6,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
Blue Cross/Blue Shield,170,177,159,162,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
CHAMPUS (TRICARE),3,3,5,4,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Commercial Insurance Company,32,31,45,36,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Exclusive Provider Organization (EPO),2,1,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Health Maintenance Organization,248,246,234,252,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,244,261,247,246,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Medicaid (Medi-Cal),195,249,279,297,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Medicare Part B,320,305,325,284,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Preferred Provider Organization (PPO),44,47,56,54,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Self Pay,2,3,3,4,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Veterans Affairs Plan,8,8,5,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Workers' Compensation Health Claim,7,12,13,3,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Other,3,3,3,4,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Other federal program,1,1,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Other Non-federal programs,0,0,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
Blue Cross/Blue Shield,48,65,62,75,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
CHAMPUS (TRICARE),1,3,3,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Commercial Insurance Company,18,18,33,23,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Error/Unknown,0,0,2,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,1,0,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Health Maintenance Organization,129,136,152,118,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,102,143,148,107,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Medicaid (Medi-Cal),508,527,536,559,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Medicare Part B,137,149,142,116,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Preferred Provider Organization (PPO),30,34,16,25,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Self Pay,0,2,1,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Veterans Affairs Plan,2,10,3,2,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Workers' Compensation Health Claim,22,24,17,20,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Other,0,3,1,3,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Other federal program,1,0,0,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Other Non-federal programs,7,11,8,6,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
Blue Cross/Blue Shield,9,4,10,9,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
CHAMPUS (TRICARE),7,2,8,4,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Commercial Insurance Company,7,5,6,9,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,0,2,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Health Maintenance Organization,284,265,271,281,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,499,484,522,506,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Medicaid (Medi-Cal),92,108,93,118,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Medicare Part B,998,948,973,910,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Point of Service (POS),7,5,11,7,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Preferred Provider Organization (PPO),889,954,950,1056,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Self Pay,8,11,9,12,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Workers' Compensation Health Claim,26,35,32,30,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Other,4,0,1,2,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
Blue Cross/Blue Shield,7,7,5,1,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Commercial Insurance Company,46,63,55,78,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,8,22,20,30,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Medicaid (Medi-Cal),15,24,26,22,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Medicare Part B,11,11,12,12,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Self Pay,2,0,1,1,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Workers' Compensation Health Claim,26,21,14,11,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Other Non-federal programs,31,21,30,25,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
Blue Cross/Blue Shield,15,15,16,24,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Commercial Insurance Company,1,1,0,0,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,20,17,16,12,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Medicaid (Medi-Cal),0,0,0,2,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Medicare Part B,30,25,25,28,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Self Pay,1,0,0,0,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Veterans Affairs Plan,2,1,3,1,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
Blue Cross/Blue Shield,1,2,1,0,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
Medicare Part B,0,8,0,0,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
Self Pay,3,4,8,3,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
Workers' Compensation Health Claim,18,21,12,18,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
Commercial Insurance Company,0,0,0,4,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Health Maintenance Organization,162,181,211,81,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,10,11,15,177,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Medicaid (Medi-Cal),14,6,3,7,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Medicare Part B,17,16,24,11,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Preferred Provider Organization (PPO),1,1,3,1,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Self Pay,0,1,0,0,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
Blue Cross/Blue Shield,41,42,39,34,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,2,0,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Commercial Insurance Company,171,156,131,138,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Exclusive Provider Organization (EPO),4,3,3,1,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Health Maintenance Organization,213,283,230,184,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,86,71,65,92,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Medicaid (Medi-Cal),1,4,5,1,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Medicare Part B,52,46,43,59,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Point of Service (POS),4,2,5,8,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Preferred Provider Organization (PPO),6,4,4,7,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Self Pay,4,0,1,1,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Workers' Compensation Health Claim,2,0,0,0,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
Blue Cross/Blue Shield,5,4,5,7,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Commercial Insurance Company,12,2,3,11,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,8,5,3,1,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Medicaid (Medi-Cal),7,7,5,4,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Medicare Part B,17,8,5,2,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Self Pay,0,1,0,0,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Workers' Compensation Health Claim,1,0,0,0,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
Blue Cross/Blue Shield,52,64,56,59,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
CHAMPUS (TRICARE),2,2,2,3,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Commercial Insurance Company,61,44,65,47,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Medicaid (Medi-Cal),517,484,488,475,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Medicare Part B,102,117,110,116,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Self Pay,7,10,8,8,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Workers' Compensation Health Claim,3,6,5,5,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Other Non-federal programs,32,46,41,34,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
Automobile Medical,0,0,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Blue Cross/Blue Shield,95,102,99,96,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
CHAMPUS (TRICARE),10,12,7,19,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Commercial Insurance Company,30,29,27,28,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Error/Unknown,1,0,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,1,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Health Maintenance Organization,118,130,130,116,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,0,2,1,4,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Medicaid (Medi-Cal),310,311,326,321,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
Medicare Part B,487,469,473,485,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
