AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
10--19,8,14,25,22,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
20 - 29,66,73,80,57,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
30 - 39,127,144,143,121,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
40 - 49,135,177,246,217,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
50 - 59,249,326,323,293,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
60 - 69,396,381,489,388,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
70 - 79,320,325,362,289,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
80 Years +,165,154,158,121,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Ambulatory Surgery
10--19,9,9,11,12,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
20 - 29,46,59,44,48,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
30 - 39,97,100,85,86,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
40 - 49,226,205,176,190,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
50 - 59,403,332,335,276,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
60 - 69,488,426,430,359,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
70 - 79,318,381,370,358,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
80 Years +,131,131,172,124,PIH HEALTH HOSPITAL - DOWNEY #190243,Ambulatory Surgery
0 - 9,10,14,10,13,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
10--19,63,79,56,71,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
20 - 29,139,154,142,109,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
30 - 39,298,346,317,270,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
40 - 49,826,779,738,656,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
50 - 59,1107,1024,1081,931,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
60 - 69,1553,1687,1559,1403,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
70 - 79,1529,1628,1590,1382,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
80 Years +,672,688,776,661,PIH HEALTH WHITTIER HOSPITAL #190631,Ambulatory Surgery
Under 1 Year,0,1,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
0 - 9,0,1,0,0,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
10--19,16,11,4,2,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
20 - 29,52,52,52,30,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
30 - 39,126,118,108,100,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
40 - 49,126,111,143,122,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
50 - 59,175,165,106,121,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
60 - 69,274,251,201,194,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
70 - 79,147,134,107,102,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
80 Years +,52,39,25,40,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Ambulatory Surgery
0 - 9,2,1,0,1,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
10--19,0,2,2,0,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
20 - 29,4,3,6,2,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
30 - 39,9,11,7,8,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
40 - 49,25,19,18,18,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
50 - 59,26,27,24,23,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
60 - 69,41,57,32,57,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
70 - 79,23,46,40,52,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
80 Years +,7,5,8,11,PLUMAS DISTRICT HOSPITAL #320986,Ambulatory Surgery
Under 1 Year,1,2,3,0,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
0 - 9,11,18,13,13,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
10--19,58,53,50,67,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
20 - 29,92,129,89,98,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
30 - 39,220,209,233,199,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
40 - 49,311,377,364,339,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
50 - 59,505,554,464,479,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
60 - 69,631,661,635,614,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
70 - 79,519,512,545,507,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
80 Years +,191,216,181,204,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Ambulatory Surgery
Under 1 Year,0,1,1,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
0 - 9,8,9,11,9,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
10--19,16,22,17,24,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
20 - 29,74,99,83,80,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
30 - 39,165,177,169,184,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
40 - 49,287,305,296,306,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
50 - 59,522,492,470,484,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
60 - 69,568,614,620,584,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
70 - 79,323,315,339,306,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
80 Years +,58,57,45,69,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Ambulatory Surgery
Under 1 Year,0,1,1,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
0 - 9,40,48,41,37,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
10--19,41,48,60,43,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
20 - 29,74,57,77,56,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
30 - 39,151,125,125,143,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
40 - 49,135,154,145,167,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
50 - 59,212,184,222,209,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
60 - 69,376,329,348,330,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
70 - 79,349,300,331,321,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
80 Years +,200,192,183,172,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Ambulatory Surgery
0 - 9,0,1,1,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
10--19,20,25,27,38,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
20 - 29,197,208,247,244,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
30 - 39,218,295,325,269,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
40 - 49,245,257,239,254,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
50 - 59,378,381,368,351,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
60 - 69,508,511,495,502,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
70 - 79,427,388,431,398,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
80 Years +,158,230,190,174,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Ambulatory Surgery
10--19,1,7,8,10,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
20 - 29,17,23,11,12,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
30 - 39,49,59,40,50,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
40 - 49,87,104,79,102,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
50 - 59,93,114,62,90,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
60 - 69,150,123,70,104,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
70 - 79,63,83,65,69,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
80 Years +,29,41,27,44,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Ambulatory Surgery
Under 1 Year,0,0,2,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
0 - 9,27,50,45,48,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
10--19,33,42,70,56,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
20 - 29,134,151,140,152,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
30 - 39,519,439,504,550,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
40 - 49,421,403,398,448,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
50 - 59,442,453,419,422,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
60 - 69,550,581,580,582,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
70 - 79,463,467,454,410,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
80 Years +,254,218,219,219,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Ambulatory Surgery
10--19,10,18,30,22,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
20 - 29,90,181,146,135,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
30 - 39,138,223,253,224,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
40 - 49,254,586,519,559,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
50 - 59,404,913,896,944,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
60 - 69,612,1342,1360,1229,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
70 - 79,679,1125,1225,1180,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
80 Years +,472,566,625,556,PROVIDENCE MISSION HOSPITAL #301262,Ambulatory Surgery
10--19,1,1,6,2,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
20 - 29,6,11,1,7,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
30 - 39,6,5,6,8,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
40 - 49,13,20,13,10,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
50 - 59,45,26,33,33,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
60 - 69,111,101,83,86,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
70 - 79,141,124,117,111,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
80 Years +,58,54,72,62,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Ambulatory Surgery
Under 1 Year,0,3,0,1,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
0 - 9,20,51,38,27,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
10--19,43,29,35,31,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
20 - 29,168,223,179,175,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
30 - 39,293,276,362,321,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
40 - 49,210,195,168,215,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
50 - 59,256,226,241,247,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
60 - 69,325,317,341,333,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
70 - 79,325,361,324,308,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
80 Years +,171,187,165,144,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Under 1 Year,1,1,0,0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
0 - 9,38,53,52,40,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
10--19,16,12,21,16,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
20 - 29,13,18,17,19,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
30 - 39,35,49,36,39,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
40 - 49,58,48,32,66,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
50 - 59,65,61,60,86,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
60 - 69,108,110,94,140,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
70 - 79,81,84,76,102,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
80 Years +,20,30,26,24,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
0 - 9,4,8,4,1,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
10--19,18,29,19,25,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
20 - 29,210,238,314,271,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
30 - 39,369,453,521,481,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
40 - 49,318,328,326,304,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
50 - 59,391,403,392,361,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
60 - 69,494,460,495,520,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
70 - 79,451,476,450,401,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
80 Years +,216,236,203,217,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Under 1 Year,1,0,2,0,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
0 - 9,27,26,21,26,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
10--19,50,38,46,46,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
20 - 29,182,154,179,185,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
30 - 39,447,361,292,250,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
40 - 49,315,370,393,339,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
50 - 59,476,535,507,469,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
60 - 69,806,787,831,800,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
70 - 79,880,871,885,899,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
80 Years +,425,431,449,385,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Under 1 Year,0,3,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
0 - 9,1,0,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
10--19,24,28,27,20,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
20 - 29,123,142,140,144,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
30 - 39,216,227,216,230,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
40 - 49,295,326,308,307,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
50 - 59,453,415,443,396,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
60 - 69,665,656,645,591,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
70 - 79,752,650,680,634,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
80 Years +,417,496,462,439,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Under 1 Year,0,0,0,1,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
0 - 9,3,7,11,12,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
10--19,35,28,44,51,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
20 - 29,148,122,178,227,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
30 - 39,325,302,290,334,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
40 - 49,291,254,280,288,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
50 - 59,305,295,310,332,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
60 - 69,558,485,502,549,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
70 - 79,565,528,555,627,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
80 Years +,189,204,214,220,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
0 - 9,1,1,7,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
10--19,27,51,61,57,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
20 - 29,179,262,285,301,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
30 - 39,316,451,476,421,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
40 - 49,310,973,988,888,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
50 - 59,396,1445,1408,1341,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
60 - 69,645,1931,1855,1784,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
70 - 79,697,1686,1810,1582,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
80 Years +,383,797,777,650,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
0 - 9,9,5,1,1,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
10--19,10,14,10,11,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
20 - 29,108,111,143,124,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
30 - 39,203,198,233,169,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
40 - 49,236,235,235,203,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
50 - 59,327,355,317,288,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
60 - 69,474,469,444,404,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
70 - 79,285,317,312,265,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
80 Years +,135,153,150,120,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Under 1 Year,155,182,159,139,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
0 - 9,2482,2757,2668,2641,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
10--19,1541,1622,1774,1767,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
20 - 29,77,67,62,89,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
30 - 39,9,3,10,10,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
40 - 49,1,0,0,1,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
0 - 9,11,9,4,3,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
10--19,49,52,35,47,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
20 - 29,41,47,61,50,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
30 - 39,103,105,119,125,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
40 - 49,214,187,179,192,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
50 - 59,218,230,245,244,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
60 - 69,385,333,355,389,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
70 - 79,315,320,305,314,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
80 Years +,124,152,119,131,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Under 1 Year,1,1,4,0,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
0 - 9,108,111,94,67,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
10--19,136,86,108,120,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
20 - 29,126,97,105,159,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
30 - 39,147,135,114,143,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
40 - 49,82,62,80,89,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
50 - 59,47,62,75,79,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
60 - 69,45,45,40,46,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
70 - 79,10,16,9,16,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
80 Years +,1,1,1,0,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
0 - 9,3,1,0,0,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
10--19,3,7,8,4,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
20 - 29,20,15,12,12,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
30 - 39,24,17,15,17,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
40 - 49,20,26,24,14,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
50 - 59,61,54,33,27,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
60 - 69,101,133,57,42,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
70 - 79,158,164,77,62,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
80 Years +,65,70,36,25,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
0 - 9,1,2,0,1,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
10--19,8,11,10,8,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
20 - 29,11,24,13,16,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
30 - 39,36,33,31,31,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
40 - 49,35,35,35,54,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
50 - 59,48,39,38,63,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
60 - 69,66,72,83,82,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
70 - 79,55,67,56,60,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
80 Years +,20,18,13,22,RIDGECREST REGIONAL HOSPITAL #150782,Ambulatory Surgery
20 - 29,1,0,0,1,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
30 - 39,3,1,0,4,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
40 - 49,1,2,0,3,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
50 - 59,2,1,1,4,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
60 - 69,2,3,1,6,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
70 - 79,1,0,0,1,RIDGECREST REGIONAL HOSPITAL AMBULATORY SURGERY CENTER #150798,Ambulatory Surgery
0 - 9,0,3,1,3,RIVERSIDE COMMUNITY HOSPITAL #331312,Ambulatory Surgery
