DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,2,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,1,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,3,0,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,101,98,55,21,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,11,7,8,6,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Expired,1,0,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Left against medical advice or discontinued care,1,2,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Ambulatory Surgery
Discharged to home or self care (routine discharge),435,464,411,531,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,0,0,1,0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,1,2,1,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
Left against medical advice or discontinued care,0,1,0,0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Ambulatory Surgery
Discharged home with hospice care,3,3,1,1,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged to home or self care (routine discharge),2331,2468,2570,2434,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,2,3,2,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,2,2,1,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,2,2,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,3,0,0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,0,1,0,0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,100,125,114,115,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,29,20,28,22,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Error/Unknown,1,0,0,0,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Left against medical advice or discontinued care,5,6,4,4,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Ambulatory Surgery
Discharged home with hospice care,5,7,5,0,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,0,0,1,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged to home or self care (routine discharge),3527,3485,3505,3317,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),12,7,3,10,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,1,0,0,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,3,2,2,3,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,0,0,2,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,0,1,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,1,3,1,2,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,31,40,52,40,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,28,24,28,19,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Error/Unknown,0,0,1,0,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Left against medical advice or discontinued care,2,4,8,4,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Ambulatory Surgery
Discharged home with hospice care,3,5,5,6,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged to a medical facility with hospice care,1,0,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged to home or self care (routine discharge),2720,2702,2706,2549,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),0,1,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,1,1,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,1,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,1,1,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,2,1,2,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,2,2,1,4,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,0,0,3,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,2,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,1,0,0,0,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,180,190,166,159,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,32,32,31,34,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Left against medical advice or discontinued care,4,6,7,6,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Ambulatory Surgery
Discharged home with hospice care,0,0,1,4,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged to home or self care (routine discharge),2386,2198,2350,2605,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,0,0,1,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,0,0,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,0,0,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,2,1,4,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,1,0,0,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,0,4,10,4,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,20,16,15,19,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,10,2,2,3,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Left against medical advice or discontinued care,0,2,5,1,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA #121080,Ambulatory Surgery
Discharged home with hospice care,4,10,7,6,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,4,1,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged to home or self care (routine discharge),2801,7414,7505,6879,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,2,1,0,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,1,1,0,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,0,1,1,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,2,2,3,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,5,5,8,2,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,1,2,1,1,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,103,114,98,93,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,26,36,37,35,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Left against medical advice or discontinued care,11,6,4,6,PROVIDENCE ST. JUDE MEDICAL CENTER #301342,Ambulatory Surgery
Discharged home with hospice care,4,0,5,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged to home or self care (routine discharge),1675,1792,1760,1525,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,0,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to a federal health care facility,0,1,0,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,3,5,4,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,0,0,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,1,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,1,2,0,0,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,85,49,58,39,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,11,5,7,5,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Left against medical advice or discontinued care,7,5,9,12,PROVIDENCE ST. MARY MEDICAL CENTER #361343,Ambulatory Surgery
Discharged to home or self care (routine discharge),4262,4623,4663,4632,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to a psychiatric hospital or psychiatric distinct part unit of a hospital,1,0,0,0,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,2,1,2,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,0,0,1,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to Home or Self Care with a Planned Acute Care Hospital Inpatient Readmission,0,0,0,1,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,2,4,6,9,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,2,2,2,RADY CHILDREN'S HOSPITAL - SAN DIEGO #370673,Ambulatory Surgery
Discharged to home or self care (routine discharge),1448,1427,1414,1490,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),1,0,1,1,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Discharged/Transferred to an Inpatient Rehabilitation Facility (IRF) including Rehabilitation Distinct Part Unit of a Hospital with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,1,0,1,0,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,3,0,0,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,9,4,6,3,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,0,1,REDLANDS COMMUNITY HOSPITAL #361308,Ambulatory Surgery
Discharged to home or self care (routine discharge),507,420,429,506,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),196,196,201,213,REDLANDS DENTAL SURGERY CENTER #364122,Ambulatory Surgery
Discharged to home or self care (routine discharge),453,485,261,202,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,2,0,0,REGIONAL MEDICAL CENTER OF SAN JOSE #430705,Ambulatory Surgery
