PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
SGN,Sign Language,0,1,1,1,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
SPA,Spanish,24,25,29,26,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
TGL,Tagalog,0,0,0,1,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
VIE,Vietnamese,0,3,1,0,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
999,Unknown,4,1,2,7,MERCY MEDICAL CENTER - REDDING #450949,Ambulatory Surgery
ENG,English,423,409,412,383,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
LAO,Lao,0,1,0,0,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
SPA,Spanish,4,4,0,9,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
999,Unknown,1,1,1,0,MERCY MEDICAL CENTER MT. SHASTA #470871,Ambulatory Surgery
AMH,Amharic,0,0,1,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
ARA,Arabic,8,1,2,2,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
ARM,Armenian,2,3,4,3,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
BEN,Bengali,0,1,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
BUR,Burmese,0,0,1,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,4,0,2,4,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
CHI,Chinese,3,0,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
HRV,Croatian,0,0,2,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
ENG,English,1156,1232,1237,1210,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
PES,Farsi,9,3,9,11,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
FRE,French,2,0,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
HIN,Hindi,4,4,2,2,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
HMN,Hmong,1,0,1,2,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
ILO,Ilocano; Iloko,0,0,1,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
JPN,Japanese,0,0,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
KOR,Korean,3,1,1,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
LAO,Lao,4,2,1,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
LIT,Lithuanian,0,0,1,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
CMN,Mandarin,1,0,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
IUM,Mien; lu Mien,1,2,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
MKH,Mon-Khmer,1,0,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
PAN,Panjabi; Punjabi,4,7,7,2,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
PUS,Pashto,2,0,4,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
PER,Persian,1,1,7,4,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
RUM,Romanian,3,3,1,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
RUS,Russian,20,23,12,23,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
SMO,Samoan,0,1,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
SRP,Serbian,0,0,1,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
SGN,Sign Language,3,1,1,4,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
SPA,Spanish,31,37,57,53,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
TGL,Tagalog,3,5,5,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
THA,Thai,1,0,1,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
TON,Tonga,1,0,0,0,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
UKR,Ukrainian,7,11,5,9,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
URD,Urdu,1,1,0,1,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
VIE,Vietnamese,2,4,5,6,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
999,Unknown,1,4,3,2,MERCY SAN JUAN MEDICAL CENTER #340950,Ambulatory Surgery
ARA,Arabic,7,11,13,19,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
ARM,Armenian,5,1,0,3,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
BEN,Bengali,0,1,0,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
BUL,Bulgarian,0,1,0,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
BUR,Burmese,0,1,0,2,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,11,16,8,18,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
CHI,Chinese,5,4,10,7,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
HRV,Croatian,0,0,0,2,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
ENG,English,764,816,831,725,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
PES,Farsi,7,12,9,9,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
GRE,Greek,0,0,1,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
GUJ,Gujarati,0,1,0,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
HIN,Hindi,6,10,6,5,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
HMN,Hmong,8,7,5,5,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
ILO,Ilocano; Iloko,0,0,3,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
JPN,Japanese,0,1,0,0,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
LAO,Lao,1,1,3,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
CMN,Mandarin,3,5,7,3,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
IUM,Mien; lu Mien,3,4,3,2,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
MKH,Mon-Khmer,0,1,2,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
NEP,Nepali,0,0,2,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
PAN,Panjabi; Punjabi,9,15,18,20,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
PUS,Pashto,2,10,9,5,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
PER,Persian,13,21,19,25,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
POR,Portuguese,1,0,0,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
RUM,Romanian,1,4,4,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
RUS,Russian,28,33,30,31,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
SMO,Samoan,0,1,0,2,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
SPA,Spanish,98,108,100,112,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
TGL,Tagalog,7,8,10,5,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
TEL,Telugu,0,0,0,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
TON,Tonga,0,2,0,1,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
UKR,Ukrainian,6,7,12,11,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
URD,Urdu,1,2,0,3,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
VIE,Vietnamese,18,18,16,30,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
999,Unknown,1,4,3,3,METHODIST HOSPITAL OF SACRAMENTO #340951,Ambulatory Surgery
ARA,Arabic,4,6,5,2,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
BAQ,Basque,2,0,1,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
BUL,Bulgarian,1,0,0,2,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
BUR,Burmese,4,1,1,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,19,19,24,28,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
CHI,Chinese,4,5,5,4,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
ENG,English,2631,2643,2693,2746,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
PES,Farsi,2,1,1,5,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
FRE,French,0,0,0,3,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
GRE,Greek,1,1,0,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
GUJ,Gujarati,1,2,0,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
HEB,Hebrew,0,0,0,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
HIN,Hindi,1,2,1,4,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
ITA,Italian,0,1,2,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
JPN,Japanese,5,2,4,6,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
KOR,Korean,1,3,0,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
CMN,Mandarin,22,18,25,15,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
MAR,Marathi,1,0,0,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
MKH,Mon-Khmer,3,0,0,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
PER,Persian,0,2,0,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
POR,Portuguese,3,3,0,2,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
RUS,Russian,9,7,9,6,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
SGN,Sign Language,1,0,1,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
SPA,Spanish,93,70,94,89,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
TGL,Tagalog,13,21,12,10,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
TEL,Telugu,0,0,1,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
THA,Thai,1,1,0,0,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
TON,Tonga,1,2,0,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
TUR,Turkish,1,0,1,1,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
VIE,Vietnamese,2,4,4,5,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
999,Unknown,4,7,4,11,MILLS-PENINSULA MEDICAL CENTER #410852,Ambulatory Surgery
ARM,Armenian,3,1,4,2,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
ENG,English,117,139,128,136,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
FIL,Filipino,0,0,1,0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
HEB,Hebrew,0,0,1,0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
PER,Persian,0,0,1,0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
RUS,Russian,1,2,1,0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
SPA,Spanish,25,27,26,42,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
TGL,Tagalog,0,0,1,0,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS #190524,Ambulatory Surgery
ENG,English,68,58,58,66,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
SPA,Spanish,1,1,2,1,MODOC MEDICAL CENTER #254005,Ambulatory Surgery
ENG,English,11,20,15,14,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
SPA,Spanish,11,15,6,7,MONROVIA MEMORIAL HOSPITAL #190541,Ambulatory Surgery
ARA,Arabic,0,1,2,0,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
CHI,Chinese,2,0,5,19,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
ENG,English,114,117,147,144,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
CMN,Mandarin,3,4,0,0,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
SPA,Spanish,84,91,98,115,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
TGL,Tagalog,0,0,0,1,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
UND,Undetermined,0,0,1,0,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
VIE,Vietnamese,1,3,3,2,MONTCLAIR HOSPITAL MEDICAL CENTER #361166,Ambulatory Surgery
ARA,Arabic,0,0,0,1,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
ARM,Armenian,0,0,0,2,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
CHI,Chinese,31,27,32,28,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
ENG,English,242,276,245,222,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
KOR,Korean,0,2,1,0,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
RUS,Russian,0,0,1,0,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
SPA,Spanish,304,303,240,263,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
TGL,Tagalog,1,0,0,0,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
THA,Thai,2,0,0,1,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
VIE,Vietnamese,4,3,9,8,MONTEREY PARK HOSPITAL #190547,Ambulatory Surgery
ARA,Arabic,1,0,0,0,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
ENG,English,47,24,19,24,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
SPA,Spanish,2,3,2,1,MOUNTAINS COMMUNITY HOSPITAL #361266,Ambulatory Surgery
ARA,Arabic,1,2,3,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,1,0,0,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
CHI,Chinese,0,1,1,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
ENG,English,288,305,308,299,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
ITA,Italian,0,1,0,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
NEP,Nepali,0,1,0,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
RUM,Romanian,1,0,0,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
SPA,Spanish,468,443,444,436,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
TGL,Tagalog,1,2,2,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
UND,Undetermined,0,1,0,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
VIE,Vietnamese,0,2,3,0,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
ZAP,Zapotec,1,1,0,2,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
999,Unknown,15,14,14,10,NATIVIDAD MEDICAL CENTER #274043,Ambulatory Surgery
AMH,Amharic,1,0,0,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
ARA,Arabic,2,2,1,5,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
ARM,Armenian,0,0,0,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,1,0,0,2,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
HRV,Croatian,0,0,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
DUT,Dutch,1,0,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
ENG,English,982,964,944,942,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
PES,Farsi,0,1,0,2,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
FRE,French,0,2,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
CPF,French Creole,1,0,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
HIN,Hindi,3,1,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
HMN,Hmong,0,1,2,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
JPN,Japanese,0,0,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
KOR,Korean,1,0,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
LAO,Lao,1,0,1,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
CMN,Mandarin,0,2,1,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
IUM,Mien; lu Mien,0,1,0,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
PAN,Panjabi; Punjabi,6,7,10,9,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
RUS,Russian,5,1,2,5,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
SMO,Samoan,0,0,0,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
SPA,Spanish,134,136,151,146,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
TGL,Tagalog,5,9,12,7,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
THA,Thai,1,0,0,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
VIE,Vietnamese,1,1,2,3,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
YID,Yiddish,0,0,0,1,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
YOR,Yoruba,0,4,0,0,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
999,Unknown,1,0,0,2,NORTHBAY MEDICAL CENTER #481357,Ambulatory Surgery
ENG,English,349,340,328,347,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
GUJ,Gujarati,1,0,0,0,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
RUM,Romanian,0,0,0,1,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
SPA,Spanish,15,16,20,24,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
999,Unknown,0,0,0,1,NORTHERN INYO HOSPITAL #141273,Ambulatory Surgery
ARA,Arabic,4,3,2,6,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
ARM,Armenian,14,11,13,15,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
ENG,English,612,715,684,775,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
PES,Farsi,9,7,8,4,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
GER,German,0,1,0,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
GUJ,Gujarati,0,0,1,1,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
HIN,Hindi,1,0,0,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
IND,Indonesian,0,1,1,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
KOR,Korean,3,1,2,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
CMN,Mandarin,0,1,0,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
,Not Provided/Blank,2,4,2,1,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,0,2,1,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
POL,Polish,0,0,0,1,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
RUS,Russian,4,3,2,3,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
SPA,Spanish,99,73,79,92,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
TGL,Tagalog,1,0,0,2,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
THA,Thai,1,0,0,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
VIE,Vietnamese,1,2,1,0,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
999,Unknown,0,0,1,2,NORTHRIDGE HOSPITAL MEDICAL CENTER #190568,Ambulatory Surgery
CHI,Chinese,2,0,0,0,NORWALK COMMUNITY HOSPITAL #190570,Ambulatory Surgery
ENG,English,81,104,112,73,NORWALK COMMUNITY HOSPITAL #190570,Ambulatory Surgery
SPA,Spanish,47,41,49,43,NORWALK COMMUNITY HOSPITAL #190570,Ambulatory Surgery
ARA,Arabic,0,1,0,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,1,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
ENG,English,539,464,428,467,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
PES,Farsi,0,1,0,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
GUJ,Gujarati,0,0,1,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
KOR,Korean,0,1,0,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
CMN,Mandarin,0,1,0,1,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
MKH,Mon-Khmer,0,1,0,2,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
POR,Portuguese,1,0,0,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
RUS,Russian,2,1,0,2,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
SPA,Spanish,50,38,61,34,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
THA,Thai,0,1,1,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
VIE,Vietnamese,0,1,1,0,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
999,Unknown,1,3,2,2,NOVATO COMMUNITY HOSPITAL #214034,Ambulatory Surgery
AMH,Amharic,1,2,1,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
ARA,Arabic,2,3,2,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
BUR,Burmese,0,0,0,2,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
CHI,Chinese,20,11,10,24,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
ENG,English,1244,939,1067,1233,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
PES,Farsi,16,5,10,4,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
GUJ,Gujarati,0,0,2,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
HIN,Hindi,12,4,4,2,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
ILO,Ilocano; Iloko,0,0,1,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
JPN,Japanese,0,2,0,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
KOR,Korean,13,8,7,2,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
CMN,Mandarin,35,33,28,16,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
IUM,Mien; lu Mien,0,0,1,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
MKH,Mon-Khmer,3,1,2,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
NEP,Nepali,1,0,0,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
PAN,Panjabi; Punjabi,8,12,12,3,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
RUS,Russian,8,5,6,11,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
SMO,Samoan,0,0,1,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
SRP,Serbian,1,0,0,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
SGN,Sign Language,1,0,2,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
SPA,Spanish,550,408,464,530,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
TGL,Tagalog,11,9,9,9,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
TEL,Telugu,9,2,2,4,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
THA,Thai,1,2,0,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
TIR,Tigrinya,1,1,1,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
TON,Tonga,1,1,0,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
TUR,Turkish,0,0,4,1,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
UKR,Ukrainian,3,1,0,1,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
URD,Urdu,0,2,3,0,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
VIE,Vietnamese,97,78,93,26,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
999,Unknown,12,5,3,2,O'CONNOR HOSPITAL #430837,Ambulatory Surgery
ARA,Arabic,0,1,0,0,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
CHI,Chinese,0,2,0,0,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
ENG,English,123,146,119,111,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
HIN,Hindi,0,2,0,0,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
NAV,Navajo,0,0,0,1,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
RUS,Russian,0,1,0,0,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
SPA,Spanish,34,52,24,36,OAK VALLEY HOSPITAL DISTRICT #500967,Ambulatory Surgery
