EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Medicare Part B,269,316,366,290,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Preferred Provider Organization (PPO),195,236,233,193,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Self Pay,26,47,47,23,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Workers' Compensation Health Claim,23,44,37,25,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Other federal program,0,0,0,3,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Automobile Medical,1,1,1,1,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Blue Cross/Blue Shield,3589,3650,3469,3649,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
CHAMPUS (TRICARE),47,60,59,56,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Commercial Insurance Company,340,384,430,394,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Exclusive Provider Organization (EPO),24,21,17,25,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Health Maintenance Organization,863,877,889,977,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,2189,2316,2402,2239,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Medicaid (Medi-Cal),9900,10167,9597,9787,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Medicare Part A,17,20,12,0,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Medicare Part B,1139,1163,1323,1236,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Point of Service (POS),85,82,75,80,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Preferred Provider Organization (PPO),461,436,466,460,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Self Pay,1115,1158,1427,1237,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Title V,2,0,7,4,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Veterans Affairs Plan,10,15,6,8,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Workers' Compensation Health Claim,99,99,114,125,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Other,16,22,11,21,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Commercial Insurance Company,1374,1436,1241,1347,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Medicaid (Medi-Cal),7489,7604,7734,8035,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Medicare Part A,0,0,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Medicare Part B,1204,1154,1296,1326,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Self Pay,956,1063,1008,922,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Workers' Compensation Health Claim,75,77,101,82,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Other,0,0,2,0,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Other Non-federal programs,342,324,319,299,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Blank/Invalid,2,3,0,2,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Automobile Medical,1,2,1,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Blue Cross/Blue Shield,12,16,19,17,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
CHAMPUS (TRICARE),28,34,16,23,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Commercial Insurance Company,25,52,8,5,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Exclusive Provider Organization (EPO),40,48,42,51,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Health Maintenance Organization,1072,1070,1090,1245,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,601,715,697,681,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Medicaid (Medi-Cal),5848,6002,5845,6722,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Medicare Part B,1453,1490,1543,1696,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Point of Service (POS),189,214,219,247,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Preferred Provider Organization (PPO),1922,1994,2110,2308,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Self Pay,312,315,358,318,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Veterans Affairs Plan,13,9,28,26,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Workers' Compensation Health Claim,54,21,24,47,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Other,0,1,0,9,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Other Non-federal programs,27,58,66,66,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Automobile Medical,2,0,3,9,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Blue Cross/Blue Shield,21,21,21,20,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
CHAMPUS (TRICARE),38,25,29,36,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Commercial Insurance Company,35,50,3,8,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Exclusive Provider Organization (EPO),46,55,57,50,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Health Maintenance Organization,1897,1953,1836,2192,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1846,1766,1871,1991,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Medicaid (Medi-Cal),15236,15521,13820,15632,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Medicare Part B,1018,1070,1198,1148,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Point of Service (POS),155,140,143,148,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Preferred Provider Organization (PPO),1214,1198,1341,1369,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Self Pay,1185,1363,1319,1245,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Veterans Affairs Plan,35,31,25,37,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Workers' Compensation Health Claim,88,81,68,58,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Other,2,3,7,13,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Other Non-federal programs,25,63,60,68,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Automobile Medical,0,3,1,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Blue Cross/Blue Shield,3,9,5,3,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
CHAMPUS (TRICARE),86,85,65,96,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Commercial Insurance Company,8,14,3,9,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Exclusive Provider Organization (EPO),8,10,15,11,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Health Maintenance Organization,500,509,490,577,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,705,639,667,660,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Medicaid (Medi-Cal),5158,5319,5089,5215,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Medicare Part B,569,619,604,574,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Point of Service (POS),39,50,59,45,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Preferred Provider Organization (PPO),867,873,1001,961,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Self Pay,419,386,353,377,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Veterans Affairs Plan,14,20,31,16,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Workers' Compensation Health Claim,107,104,76,83,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Other,0,2,2,4,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Other federal program,0,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Other Non-federal programs,65,81,96,98,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Automobile Medical,0,1,1,4,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Blue Cross/Blue Shield,3,6,7,9,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
CHAMPUS (TRICARE),36,37,53,53,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Commercial Insurance Company,34,37,6,13,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Exclusive Provider Organization (EPO),48,44,44,48,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Health Maintenance Organization,1212,1218,1238,1268,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1083,1058,1152,998,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Medicaid (Medi-Cal),4819,4804,4651,5145,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Medicare Part B,709,752,718,687,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Point of Service (POS),152,158,182,184,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Preferred Provider Organization (PPO),1419,1353,1448,1473,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Self Pay,372,328,304,322,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Veterans Affairs Plan,29,16,12,12,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Workers' Compensation Health Claim,136,113,145,118,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Other,1,4,1,8,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Other Non-federal programs,10,21,21,34,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Automobile Medical,4,3,2,7,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Blue Cross/Blue Shield,166,123,176,165,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
CHAMPUS (TRICARE),128,134,109,137,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Commercial Insurance Company,30,75,19,14,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Exclusive Provider Organization (EPO),70,91,96,89,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Health Maintenance Organization,1040,1141,1215,1125,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1518,1608,1602,1537,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Medicaid (Medi-Cal),2836,3005,3222,3139,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Medicare Part B,1491,1591,1618,1628,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Point of Service (POS),232,281,302,296,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Preferred Provider Organization (PPO),1889,1919,2068,2054,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Self Pay,354,367,439,355,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Veterans Affairs Plan,47,41,42,50,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Workers' Compensation Health Claim,109,114,142,131,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Other,2,6,10,11,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Other federal program,1,1,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Other Non-federal programs,21,30,38,17,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Automobile Medical,2,1,3,7,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Blue Cross/Blue Shield,44,45,45,59,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
CHAMPUS (TRICARE),35,30,33,33,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Commercial Insurance Company,18,18,11,10,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Exclusive Provider Organization (EPO),13,19,13,12,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Health Maintenance Organization,303,330,374,328,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,389,374,433,421,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Medicaid (Medi-Cal),937,1072,1056,977,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Medicare Part B,579,587,586,639,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Point of Service (POS),90,105,98,108,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Preferred Provider Organization (PPO),803,815,941,873,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Self Pay,117,108,145,110,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Veterans Affairs Plan,15,17,17,15,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Workers' Compensation Health Claim,42,42,37,28,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Other,0,2,4,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Other federal program,1,0,0,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Other Non-federal programs,25,31,35,29,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Automobile Medical,4,1,17,18,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Blue Cross/Blue Shield,10,5,6,5,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
CHAMPUS (TRICARE),20,22,25,26,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Commercial Insurance Company,29,35,7,26,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Exclusive Provider Organization (EPO),7,8,13,16,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Health Maintenance Organization,566,639,619,633,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,586,613,652,621,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Medicaid (Medi-Cal),3131,3415,3166,3021,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Medicare Part B,1154,1148,1214,1155,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Point of Service (POS),54,68,63,62,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Preferred Provider Organization (PPO),852,835,832,793,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Self Pay,231,253,276,249,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Veterans Affairs Plan,35,38,49,53,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Workers' Compensation Health Claim,189,221,206,240,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Other,38,50,44,39,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Other federal program,2,0,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Other Non-federal programs,36,39,40,25,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Automobile Medical,0,1,0,4,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Blue Cross/Blue Shield,2,3,7,0,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
CHAMPUS (TRICARE),4,12,9,6,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Commercial Insurance Company,1,3,3,4,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Exclusive Provider Organization (EPO),10,11,7,7,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Health Maintenance Organization,43,43,60,34,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,63,57,54,51,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Medicaid (Medi-Cal),1185,1239,1111,1092,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Medicare Part B,674,658,716,674,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Point of Service (POS),12,19,14,12,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Preferred Provider Organization (PPO),449,508,454,505,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Self Pay,111,103,119,106,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Veterans Affairs Plan,75,34,31,38,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Workers' Compensation Health Claim,56,88,79,70,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Other Non-federal programs,9,28,35,18,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Automobile Medical,2,1,4,11,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Blue Cross/Blue Shield,34,32,31,44,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
CHAMPUS (TRICARE),29,34,25,26,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Commercial Insurance Company,203,237,194,183,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Exclusive Provider Organization (EPO),54,63,63,46,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Health Maintenance Organization,1611,1669,1675,1828,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Health Maintenance Organization (HMO) Medicare Risk,1154,1176,1222,1243,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Medicaid (Medi-Cal),7157,7572,7098,7594,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Medicare Part B,1391,1511,1522,1536,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
