PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
JPN,Japanese,8,0,2,3,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
KOR,Korean,6,5,2,7,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
CMN,Mandarin,1,1,3,2,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
MON,Mongolian,0,0,1,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
MKH,Mon-Khmer,0,0,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
PAN,Panjabi; Punjabi,6,1,4,4,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
PUS,Pashto,2,1,3,6,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
PER,Persian,4,10,10,8,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
POL,Polish,0,0,1,0,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
POR,Portuguese,2,4,2,7,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
RUM,Romanian,3,0,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
RUS,Russian,134,188,186,189,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
SRP,Serbian,1,1,1,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
SGN,Sign Language,4,2,4,3,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
SIN,Sinhalese,2,1,1,2,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
SPA,Spanish,1401,1518,1444,1630,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
TGL,Tagalog,4,4,5,10,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
THA,Thai,3,3,1,2,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
TON,Tonga,1,0,0,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
TUR,Turkish,3,2,7,3,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
UKR,Ukrainian,0,0,1,3,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
URD,Urdu,0,1,1,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
VIE,Vietnamese,10,11,6,8,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
999,Unknown,32,46,37,34,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
ARA,Arabic,27,21,30,34,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
ARM,Armenian,150,156,178,165,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
BEN,Bengali,2,3,3,3,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
BUL,Bulgarian,0,0,1,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
BUR,Burmese,0,0,1,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
YUE,Cantonese; Yue Chinese,1,1,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
CAT,Catalan,1,1,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
CHI,Chinese,1,0,1,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
ENG,English,15377,15795,14664,16323,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
PES,Farsi,10,22,15,27,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
FIL,Filipino,0,1,1,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
FRE,French,1,1,0,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
CPF,French Creole,0,1,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
GER,German,0,1,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
HEB,Hebrew,1,0,1,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
HIN,Hindi,2,5,4,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
HUN,Hungarian,1,0,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
ILO,Ilocano; Iloko,0,0,0,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
IND,Indonesian,0,4,0,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
ITA,Italian,1,1,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
JPN,Japanese,2,2,6,5,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
KOR,Korean,11,13,16,14,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
LIT,Lithuanian,0,0,2,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
CMN,Mandarin,2,3,0,5,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
MKH,Mon-Khmer,0,1,3,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
PAN,Panjabi; Punjabi,6,4,9,6,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
PUS,Pashto,0,1,2,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
POL,Polish,1,1,0,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
POR,Portuguese,0,0,2,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
RUM,Romanian,0,1,0,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
RUS,Russian,20,25,32,39,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
SGN,Sign Language,9,10,4,8,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
SIN,Sinhalese,0,4,0,0,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
SPA,Spanish,7151,7193,6758,7328,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
TGL,Tagalog,19,16,13,16,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
THA,Thai,2,3,10,5,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
TON,Tonga,1,2,0,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
TUR,Turkish,0,1,1,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
URD,Urdu,4,3,1,2,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
VIE,Vietnamese,7,7,6,4,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
999,Unknown,33,37,37,24,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
AMH,Amharic,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
ARA,Arabic,5,9,5,9,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
ARM,Armenian,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
BEN,Bengali,0,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
BOS,Bosnian,0,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
YUE,Cantonese; Yue Chinese,0,0,2,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
CHI,Chinese,3,2,1,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
HRV,Croatian,5,4,6,5,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
ENG,English,7105,7206,7020,7242,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
PES,Farsi,5,7,2,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
FIL,Filipino,0,1,1,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
FRE,French,1,0,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
GER,German,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
GUJ,Gujarati,0,1,1,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
HIN,Hindi,0,2,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
HUN,Hungarian,0,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
IND,Indonesian,0,2,0,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
ITA,Italian,4,7,5,8,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
JPN,Japanese,3,1,2,4,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
KOR,Korean,4,10,10,6,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
LIT,Lithuanian,1,0,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
CMN,Mandarin,3,2,2,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
MKH,Mon-Khmer,2,3,0,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
NNO,Norwegian,0,0,1,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
PUS,Pashto,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
POR,Portuguese,1,0,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
RUM,Romanian,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
RUS,Russian,1,3,4,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
SCN,Sicilian,2,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
SGN,Sign Language,7,0,1,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
SIN,Sinhalese,0,0,1,1,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
SPA,Spanish,1374,1434,1473,1423,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
TGL,Tagalog,4,6,3,2,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
THA,Thai,1,0,1,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
TUR,Turkish,4,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
URD,Urdu,2,2,1,5,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
VIE,Vietnamese,0,0,1,0,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
999,Unknown,11,15,14,9,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
ALB,Albanian,0,0,1,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
AMH,Amharic,0,4,1,2,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
ARA,Arabic,30,34,28,34,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
ARM,Armenian,0,0,1,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
BEN,Bengali,0,0,3,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
BUR,Burmese,0,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
YUE,Cantonese; Yue Chinese,3,1,1,3,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
CHI,Chinese,7,10,5,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
CZE,Czech,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
DAN,Danish,0,0,1,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
DUT,Dutch,0,1,0,2,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
ENG,English,8167,8068,8115,8463,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
PES,Farsi,13,9,15,16,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
FIJ,Fijian,1,0,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
FRE,French,7,3,6,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
GER,German,4,0,4,2,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
GRE,Greek,1,0,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
GUJ,Gujarati,0,3,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
HIN,Hindi,1,3,7,4,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
HMN,Hmong,0,0,1,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
IBO,Igbo,0,1,0,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
IND,Indonesian,0,1,0,2,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
ITA,Italian,3,2,0,5,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
JPN,Japanese,32,26,16,23,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
KOR,Korean,22,24,25,24,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
CMN,Mandarin,11,10,11,3,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
MON,Mongolian,0,0,2,3,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
MKH,Mon-Khmer,0,1,0,2,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
NNO,Norwegian,0,2,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
PAN,Panjabi; Punjabi,2,2,1,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
PUS,Pashto,4,4,3,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
POL,Polish,1,0,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
POR,Portuguese,21,14,17,19,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
RUM,Romanian,0,0,0,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
RUS,Russian,15,11,11,6,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
SMO,Samoan,0,2,0,1,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
SGN,Sign Language,4,1,1,3,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
SIN,Sinhalese,2,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
SPA,Spanish,1607,1609,1588,1664,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
SWE,Swedish,0,1,0,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
TGL,Tagalog,11,14,18,17,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
THA,Thai,6,4,3,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
TIR,Tigrinya,1,1,1,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
TON,Tonga,1,0,4,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
TUR,Turkish,3,9,14,7,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
UKR,Ukrainian,0,1,3,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
URD,Urdu,9,14,16,16,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
VIE,Vietnamese,41,43,32,32,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
999,Unknown,33,15,28,14,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
ALB,Albanian,0,1,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
ARA,Arabic,28,24,26,16,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
ARM,Armenian,1,2,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
BEN,Bengali,0,0,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
BUL,Bulgarian,1,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
YUE,Cantonese; Yue Chinese,0,1,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
CAT,Catalan,1,1,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
CHI,Chinese,1,4,5,7,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
CZE,Czech,2,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
DAN,Danish,0,0,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
ENG,English,8702,9185,9683,9331,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
PES,Farsi,114,136,127,149,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
FIL,Filipino,2,0,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
FRE,French,1,2,0,3,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
GER,German,2,2,3,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
GRE,Greek,1,1,1,3,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
GUJ,Gujarati,0,1,1,4,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
HEB,Hebrew,1,1,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
HIN,Hindi,2,0,2,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
HUN,Hungarian,1,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
IND,Indonesian,0,0,0,2,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
ITA,Italian,0,1,4,8,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
JPN,Japanese,5,5,2,2,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
KOR,Korean,13,15,12,15,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
CMN,Mandarin,16,10,11,16,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
MKH,Mon-Khmer,1,4,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
NEP,Nepali,2,1,0,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
ZXX,No Linguistic Content,0,1,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
PAN,Panjabi; Punjabi,1,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
PUS,Pashto,0,1,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
PER,Persian,4,2,3,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
POL,Polish,4,3,2,3,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
POR,Portuguese,4,5,4,7,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
RUM,Romanian,5,2,1,2,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
RUS,Russian,11,22,22,28,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
SCN,Sicilian,0,0,0,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
SGN,Sign Language,1,1,3,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
SIN,Sinhalese,0,0,0,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
SLO,Slovak,2,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
SPA,Spanish,947,1023,1117,1084,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
TGL,Tagalog,7,7,9,10,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
TEL,Telugu,0,0,1,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
THA,Thai,1,2,1,2,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
TUR,Turkish,2,1,2,7,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
UKR,Ukrainian,1,3,3,8,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
UND,Undetermined,1,0,0,0,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
URD,Urdu,1,3,5,2,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
VIE,Vietnamese,11,14,8,9,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
999,Unknown,38,43,36,31,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
ARA,Arabic,2,4,3,3,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
ARM,Armenian,0,0,2,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
YUE,Cantonese; Yue Chinese,0,0,0,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
CHI,Chinese,1,1,1,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
DUT,Dutch,0,1,0,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
ENG,English,3274,3455,3676,3485,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
PES,Farsi,22,9,13,15,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
FRE,French,1,0,0,2,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
GER,German,1,0,0,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
HIN,Hindi,0,0,1,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
ITA,Italian,0,0,0,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
JPN,Japanese,1,0,0,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
KOR,Korean,1,1,2,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
CMN,Mandarin,5,6,2,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
PAN,Panjabi; Punjabi,0,1,0,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
POR,Portuguese,2,0,2,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
RUS,Russian,6,2,4,7,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
SGN,Sign Language,0,0,0,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
SPA,Spanish,86,103,115,125,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
TGL,Tagalog,1,2,1,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
TUR,Turkish,0,1,0,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
UKR,Ukrainian,0,1,1,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
URD,Urdu,0,0,1,0,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
VIE,Vietnamese,1,2,0,1,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
999,Unknown,9,7,7,5,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
AMH,Amharic,0,0,0,1,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
ARA,Arabic,3,4,6,6,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
BEN,Bengali,0,0,1,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
BUR,Burmese,0,0,0,1,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
YUE,Cantonese; Yue Chinese,1,0,1,4,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
CHI,Chinese,2,1,5,1,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
ENG,English,5428,5623,5565,5372,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
PES,Farsi,0,0,1,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
FRE,French,2,0,1,2,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
CPF,French Creole,1,0,1,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
GRE,Greek,1,0,0,5,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
GUJ,Gujarati,0,1,0,0,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
