AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
1--9,158,153,125,150,PARADISE VALLEY HOSPITAL #370759,Emergency Department
10--19,325,316,321,312,PARADISE VALLEY HOSPITAL #370759,Emergency Department
20 - 29,696,796,764,750,PARADISE VALLEY HOSPITAL #370759,Emergency Department
30 - 39,778,786,793,783,PARADISE VALLEY HOSPITAL #370759,Emergency Department
40 - 49,618,676,663,616,PARADISE VALLEY HOSPITAL #370759,Emergency Department
50 - 59,607,553,595,530,PARADISE VALLEY HOSPITAL #370759,Emergency Department
60 - 69,467,487,502,529,PARADISE VALLEY HOSPITAL #370759,Emergency Department
70 - 79,204,241,229,201,PARADISE VALLEY HOSPITAL #370759,Emergency Department
80 Years +,137,118,134,142,PARADISE VALLEY HOSPITAL #370759,Emergency Department
Under 1 Year,50,45,46,48,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
-,1,0,0,1,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
1--9,420,505,316,392,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
10--19,410,477,405,436,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
20 - 29,490,553,492,535,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
30 - 39,498,555,567,514,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
40 - 49,441,479,456,509,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
50 - 59,504,506,463,487,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
60 - 69,480,559,521,569,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
70 - 79,418,472,493,516,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
80 Years +,449,426,474,491,PETALUMA VALLEY HOSPITAL #491001,Emergency Department
Under 1 Year,38,43,38,36,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
-,20,15,12,13,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
1--9,153,168,193,123,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
10--19,432,406,436,398,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
20 - 29,1667,1718,1810,1438,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
30 - 39,1859,1949,1974,1648,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
40 - 49,1396,1461,1564,1301,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
50 - 59,1269,1299,1342,1108,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
60 - 69,1140,1230,1239,1030,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
70 - 79,702,710,760,635,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
80 Years +,450,475,448,411,PIH HEALTH GOOD SAMARITAN HOSPITAL #190392,Emergency Department
Under 1 Year,135,160,159,158,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
-,8,1,2,3,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
1--9,1232,1232,1027,1155,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
10--19,1502,1438,1451,1311,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
20 - 29,2076,2171,2286,1888,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
30 - 39,1953,2123,2182,1916,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
40 - 49,1591,1697,1775,1445,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
50 - 59,1510,1573,1597,1431,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
60 - 69,1271,1327,1466,1296,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
70 - 79,843,920,975,926,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
80 Years +,604,596,707,639,PIH HEALTH HOSPITAL - DOWNEY #190243,Emergency Department
Under 1 Year,306,295,269,255,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
-,1,4,3,5,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
blank,0,0,2,0,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
1--9,1444,1391,1124,1296,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
10--19,1462,1537,1454,1449,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
20 - 29,2326,2288,2438,1991,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
30 - 39,2314,2346,2414,2074,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
40 - 49,1845,1899,1961,1657,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
50 - 59,1714,1841,1946,1552,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
60 - 69,1572,1629,1758,1464,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
70 - 79,1250,1312,1428,1203,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
80 Years +,1129,1124,1277,1063,PIH HEALTH WHITTIER HOSPITAL #190631,Emergency Department
Under 1 Year,300,292,260,317,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
1--9,1452,1324,1048,1676,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
10--19,1402,1346,1160,1595,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
20 - 29,1512,1476,1354,1459,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
30 - 39,1639,1599,1543,1720,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
40 - 49,1150,1085,1264,1158,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
50 - 59,1081,1091,1137,1039,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
60 - 69,1121,1088,1135,1141,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
70 - 79,741,777,848,845,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
80 Years +,477,489,464,488,PIONEERS MEMORIAL HEALTHCARE DISTRICT #130760,Emergency Department
Under 1 Year,18,19,19,14,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
1--9,108,135,76,80,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
10--19,147,148,133,139,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
20 - 29,117,141,158,109,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
30 - 39,138,136,165,136,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
40 - 49,87,91,112,110,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
50 - 59,79,105,115,102,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
60 - 69,154,155,169,124,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
70 - 79,119,163,181,118,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
80 Years +,60,76,86,68,PLUMAS DISTRICT HOSPITAL #320986,Emergency Department
Under 1 Year,556,533,524,556,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
-,5,5,7,5,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
1--9,2049,2124,1656,2191,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
10--19,1903,1873,1846,2075,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
20 - 29,3061,3051,3126,3186,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
30 - 39,3109,3199,3326,3098,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
40 - 49,2497,2616,2627,2421,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
50 - 59,2307,2441,2450,2235,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
60 - 69,1999,2087,2120,1992,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
70 - 79,1286,1366,1423,1301,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
80 Years +,1125,1176,1200,1239,POMONA VALLEY HOSPITAL MEDICAL CENTER #190630,Emergency Department
Under 1 Year,177,180,155,176,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
-,2,1,0,1,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
1--9,723,742,564,802,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
10--19,686,674,671,692,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
20 - 29,1828,1912,2032,1924,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
30 - 39,2242,2312,2304,2389,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
40 - 49,1890,1881,2066,2019,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
50 - 59,1624,1554,1500,1597,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
60 - 69,1315,1405,1391,1341,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
70 - 79,621,657,701,738,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
80 Years +,334,343,317,335,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER #380939,Emergency Department
Under 1 Year,352,366,332,415,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
-,0,0,2,1,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
1--9,1740,1747,1377,2015,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
10--19,1175,1217,1151,1317,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
20 - 29,1473,1508,1644,1752,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
30 - 39,1832,1816,1910,1969,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
40 - 49,1292,1355,1468,1566,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
50 - 59,1090,1180,1255,1334,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
60 - 69,1096,1159,1206,1210,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
70 - 79,849,955,1015,1040,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
80 Years +,698,738,706,842,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER #190517,Emergency Department
Under 1 Year,502,478,422,512,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
-,2,5,2,1,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
1--9,3497,3434,2321,3415,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
10--19,3013,3177,2637,3191,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
20 - 29,3507,3632,3580,3783,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
30 - 39,3282,3465,3335,3498,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
40 - 49,2690,2727,2777,2832,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
50 - 59,2331,2468,2476,2418,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
60 - 69,1926,1900,2028,2026,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
70 - 79,1243,1206,1277,1332,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
80 Years +,850,848,946,1016,PROVIDENCE HOLY CROSS MEDICAL CENTER #190385,Emergency Department
Under 1 Year,112,92,83,97,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
-,4,6,2,3,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
1--9,831,867,611,845,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
10--19,833,877,818,864,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
20 - 29,1249,1233,1280,1316,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
30 - 39,1546,1593,1584,1563,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
40 - 49,1160,1151,1224,1214,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
50 - 59,1123,1173,1173,1088,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
60 - 69,876,940,969,921,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
70 - 79,455,465,494,453,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
80 Years +,359,326,319,368,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO #190680,Emergency Department
Under 1 Year,253,223,202,240,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
-,4,3,3,0,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
1--9,955,912,724,1122,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
10--19,921,928,871,996,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
20 - 29,1402,1422,1523,1471,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
30 - 39,1555,1592,1557,1690,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
40 - 49,1289,1185,1290,1287,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
50 - 59,1247,1255,1262,1220,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
60 - 69,1120,1110,1155,1133,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
70 - 79,729,734,777,681,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
80 Years +,588,586,619,536,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE #190470,Emergency Department
Under 1 Year,1,0,0,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
1--9,1,2,2,1,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
10--19,337,324,355,370,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
20 - 29,1432,1658,1809,1711,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
30 - 39,1527,1531,1688,1640,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
40 - 49,1259,1381,1523,1358,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
50 - 59,1328,1424,1537,1463,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
60 - 69,1398,1406,1458,1401,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
70 - 79,1308,1360,1283,1326,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
80 Years +,1347,1444,1445,1484,PROVIDENCE MISSION HOSPITAL #301262,Emergency Department
Under 1 Year,15,15,7,13,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
1--9,105,109,80,125,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
10--19,239,264,290,266,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
20 - 29,502,483,505,480,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
30 - 39,425,518,562,514,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
40 - 49,436,468,502,451,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
50 - 59,462,528,543,504,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
60 - 69,454,446,539,485,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
70 - 79,382,392,397,411,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
80 Years +,393,373,406,401,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH #301337,Emergency Department
Under 1 Year,166,146,123,142,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
-,3,0,4,4,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
1--9,630,772,569,629,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
10--19,657,661,563,630,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
20 - 29,786,892,944,777,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
30 - 39,1015,1017,1035,997,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
40 - 49,761,879,844,839,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
50 - 59,812,813,915,792,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
60 - 69,804,826,866,787,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
70 - 79,672,709,693,722,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
80 Years +,638,675,673,663,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER #281047,Emergency Department
Under 1 Year,32,24,27,28,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
1--9,219,248,168,190,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
10--19,262,238,246,221,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
20 - 29,326,375,320,311,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
30 - 39,377,406,370,373,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
40 - 49,321,335,328,331,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
50 - 59,259,274,260,248,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
60 - 69,351,362,388,337,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
70 - 79,297,319,340,327,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
80 Years +,250,226,252,255,PROVIDENCE REDWOOD MEMORIAL HOSPITAL #121051,Emergency Department
Under 1 Year,232,254,252,272,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
-,8,9,9,7,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
1--9,1413,1364,1056,1463,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
10--19,1120,1266,1128,1313,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
20 - 29,2484,2518,2533,2525,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
30 - 39,2743,2934,2977,2903,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
40 - 49,1906,2142,1992,2092,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
50 - 59,1716,1850,1822,1837,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
60 - 69,1588,1517,1678,1646,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
70 - 79,1150,1169,1207,1175,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
80 Years +,829,919,905,980,PROVIDENCE SAINT JOSEPH MEDICAL CENTER #190758,Emergency Department
Under 1 Year,183,205,157,164,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
-,1,3,0,5,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
1--9,877,1086,707,797,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
10--19,849,928,802,834,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
20 - 29,1206,1264,1280,1246,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
30 - 39,1315,1448,1343,1318,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
40 - 49,1139,1174,1216,1201,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
50 - 59,1103,1172,1075,1083,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
60 - 69,1163,1231,1242,1263,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
70 - 79,978,1016,1103,994,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
80 Years +,880,996,922,948,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY #491064,Emergency Department
Under 1 Year,16,13,14,17,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
-,1,1,3,1,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
1--9,83,56,52,80,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
10--19,968,935,966,1005,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
20 - 29,3645,3799,3888,4101,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
30 - 39,3232,3194,3497,3313,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
40 - 49,2732,2712,2954,2780,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
50 - 59,2440,2409,2528,2604,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
60 - 69,2111,2121,2256,2221,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
70 - 79,1586,1544,1704,1617,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
80 Years +,1415,1412,1438,1412,PROVIDENCE ST. JOSEPH HOSPITAL #301340,Emergency Department
